Experiment, Condition, DyadID, ParticipantID,Phase,Meaning,InputSentence,RT,MeaningSelection,OutputSentence,CorrectedOutput,Grammatical,GrammaticalityJudgment,Timestamp
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:19:14 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:19:18 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:19:23 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:19:28 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:19:32 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:19:37 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",nefri mokte kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:19:42 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'one')",kogla jelpa,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:19:47 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'plain', 'two')",nefri jelpa,4.59,"('jelpa', 'plain', 'one')",NA,NA,NA,NA,Mon Nov 21 14:19:58 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'plain', 'two')",jelpa nefri,5.74,correct,NA,NA,NA,NA,Mon Nov 21 14:20:08 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'one')",jelpa kogla,8.04,correct,NA,NA,NA,NA,Mon Nov 21 14:20:20 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",kogla mokte nefri,3.45,correct,NA,NA,NA,NA,Mon Nov 21 14:20:27 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'plain', 'two')",nefri mokte,5.75,correct,NA,NA,NA,NA,Mon Nov 21 14:20:37 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",nefri jelpa kogla,6.9,correct,NA,NA,NA,NA,Mon Nov 21 14:20:48 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,2.3,correct,NA,NA,NA,NA,Mon Nov 21 14:20:54 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,2.3,correct,NA,NA,NA,NA,Mon Nov 21 14:21:01 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'plain', 'two')",jelpa nefri,5.74,correct,NA,NA,NA,NA,Mon Nov 21 14:21:10 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,2.3,correct,NA,NA,NA,NA,Mon Nov 21 14:21:16 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'plain', 'two')",nefri mokte,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:21:18 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'one')",kogla jelpa,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:21:22 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'one')",kogla mokte,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:21:26 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",kogla jelpa nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:21:30 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:21:35 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa nefri kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:21:39 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:21:44 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:21:49 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte nefri kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:21:53 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",kogla mokte nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:21:57 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa nefri kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:22:02 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:22:07 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:22:12 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:22:16 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'one')",jelpa kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:22:21 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",nefri mokte kogla,4.59,"('mokte', 'plain', 'two')",NA,NA,NA,NA,Mon Nov 21 14:22:33 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'plain', 'two')",mokte nefri,3.45,"('mokte', 'plain', 'one')",NA,NA,NA,NA,Mon Nov 21 14:22:41 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'plain', 'two')",mokte nefri,1.15,correct,NA,NA,NA,NA,Mon Nov 21 14:22:47 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,1.15,correct,NA,NA,NA,NA,Mon Nov 21 14:22:53 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'plain', 'two')",nefri jelpa,4.59,correct,NA,NA,NA,NA,Mon Nov 21 14:23:01 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,4.6,correct,NA,NA,NA,NA,Mon Nov 21 14:23:09 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,1.15,correct,NA,NA,NA,NA,Mon Nov 21 14:23:15 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,2.3,correct,NA,NA,NA,NA,Mon Nov 21 14:23:21 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'one')",jelpa kogla,4.59,"('jelpa', 'blue', 'two')",NA,NA,NA,NA,Mon Nov 21 14:23:29 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,2.3,correct,NA,NA,NA,NA,Mon Nov 21 14:23:37 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'one')",kogla jelpa,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:23:38 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",kogla jelpa nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:23:42 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte nefri kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:23:47 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte nefri kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:23:52 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:23:57 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:24:01 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa nefri kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:24:05 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'one')",mokte kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:24:10 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'plain', 'two')",nefri jelpa,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:24:14 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",nefri mokte kogla,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:24:18 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'one')",kogla jelpa,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:24:23 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:24:27 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'plain', 'two')",jelpa nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:24:32 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'plain', 'two')",mokte nefri,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:24:36 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'plain', 'two')",nefri jelpa,NA,NA,NA,NA,NA,NA,Mon Nov 21 14:24:41 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'plain', 'two')",nefri mokte,6.9,"('mokte', 'plain', 'one')",NA,NA,NA,NA,Mon Nov 21 14:24:54 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,1.15,correct,NA,NA,NA,NA,Mon Nov 21 14:25:00 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,1.15,correct,NA,NA,NA,NA,Mon Nov 21 14:25:06 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte kogla nefri,1.15,correct,NA,NA,NA,NA,Mon Nov 21 14:25:11 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",nefri mokte kogla,2.29,correct,NA,NA,NA,NA,Mon Nov 21 14:25:17 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,1.15,correct,NA,NA,NA,NA,Mon Nov 21 14:25:22 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",kogla jelpa nefri,3.45,correct,NA,NA,NA,NA,Mon Nov 21 14:25:30 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('mokte', 'blue', 'two')",mokte nefri kogla,4.6,correct,NA,NA,NA,NA,Mon Nov 21 14:25:39 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",kogla jelpa nefri,3.45,correct,NA,NA,NA,NA,Mon Nov 21 14:25:46 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,allTraining,"('jelpa', 'blue', 'two')",jelpa kogla nefri,3.45,correct,NA,NA,NA,NA,Mon Nov 21 14:25:53 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'blue', 'two')",NA,15.64,NA,mokte kogla nefri,mokte kogla nefri,NA,NA,Mon Nov 21 14:26:38 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('mokte', 'plain', 'two')",mokte nefri,6.53,"('mokte', 'plain', 'one')",NA,NA,NA,NA,Mon Nov 21 14:27:00 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('jelpa', 'blue', 'one')",NA,13.05,NA,kogla jelpa,kogla jelpa,NA,NA,Mon Nov 21 14:27:15 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('mokte', 'blue', 'one')",kogla mokte,8.17,correct,NA,NA,NA,NA,Mon Nov 21 14:27:34 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'blue', 'two')",NA,6.27,NA,mokte kogla nefri,mokte kogla nefri,NA,NA,Mon Nov 21 14:27:42 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('mokte', 'blue', 'two')",mokte kagla nefri,5.47,correct,NA,NA,NA,NA,Mon Nov 21 14:28:07 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'blue', 'one')",NA,6.47,NA,mokte kogla,mokte kogla,NA,NA,Mon Nov 21 14:28:15 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('mokte', 'blue', 'two')",mokte kogla nefri,3.33,correct,NA,NA,NA,NA,Mon Nov 21 14:28:35 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('jelpa', 'blue', 'two')",NA,5.94,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Mon Nov 21 14:28:42 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('mokte', 'blue', 'two')",motke kogla nefri,5.07,correct,NA,NA,NA,NA,Mon Nov 21 14:28:59 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'blue', 'two')",NA,8.56,NA,mokte kogla nefri,mokte kogla nefri,NA,NA,Mon Nov 21 14:29:09 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'blue', 'one')",jelpa kogla,4.67,correct,NA,NA,NA,NA,Mon Nov 21 14:29:25 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'blue', 'one')",NA,5.47,NA,mokte kogla,mokte kogla,NA,NA,Mon Nov 21 14:29:32 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'blue', 'two')",jelpa kogla nefri,2,correct,NA,NA,NA,NA,Mon Nov 21 14:29:45 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'blue', 'two')",NA,7.71,NA,mokte kogla nefri,mokte kogla nefri,NA,NA,Mon Nov 21 14:29:55 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('mokte', 'blue', 'two')",mokte nefri kogla,6.53,"('mokte', 'plain', 'two')",NA,NA,NA,NA,Mon Nov 21 14:30:13 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('jelpa', 'blue', 'two')",NA,5.48,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Mon Nov 21 14:30:19 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('mokte', 'blue', 'two')",mokte kogla nefri,5.33,correct,NA,NA,NA,NA,Mon Nov 21 14:30:37 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('jelpa', 'blue', 'two')",NA,11.53,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Mon Nov 21 14:30:50 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('mokte', 'blue', 'one')",mokte kogla,7.6,correct,NA,NA,NA,NA,Mon Nov 21 14:31:09 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('jelpa', 'blue', 'one')",NA,4.62,NA,jelpa kogla,jelpa kogla,NA,NA,Mon Nov 21 14:31:15 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('mokte', 'plain', 'two')",motke nefri,2.67,"('mokte', 'plain', 'one')",NA,NA,NA,NA,Mon Nov 21 14:31:27 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('jelpa', 'plain', 'two')",NA,14.06,NA,nefri jelpa kogla,nefri jelpa kogla,NA,NA,Mon Nov 21 14:31:42 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'blue', 'one')",jelpa kogla,5.07,correct,NA,NA,NA,NA,Mon Nov 21 14:32:02 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'blue', 'two')",NA,11.97,NA,mokte kogla nefri,mokte kogla nefri,NA,NA,Mon Nov 21 14:32:15 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'plain', 'two')",jelpa nefri,5.07,"('jelpa', 'plain', 'one')",NA,NA,NA,NA,Mon Nov 21 14:32:30 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'plain', 'one')",NA,14.66,NA,mokte nefri,mokte nefri,NA,NA,Mon Nov 21 14:32:46 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'blue', 'two')",jelpa kogla nefri,2.67,correct,NA,NA,NA,NA,Mon Nov 21 14:33:00 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('jelpa', 'blue', 'two')",NA,4.65,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Mon Nov 21 14:33:06 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'blue', 'two')",jelpa kogla nefri,2.8,correct,NA,NA,NA,NA,Mon Nov 21 14:33:19 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('jelpa', 'plain', 'two')",NA,7.11,NA,nefri jelpa,nefri jelpa,NA,NA,Mon Nov 21 14:33:28 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'blue', 'two')",nefri jelpa kogla,5.87,"('jelpa', 'plain', 'two')",NA,NA,NA,NA,Mon Nov 21 14:33:47 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'blue', 'two')",NA,7.15,NA,motke kogla nefri,mokte kogla nefri,NA,NA,Mon Nov 21 14:33:55 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'plain', 'two')",jelpa nefri,6.53,"('jelpa', 'plain', 'one')",NA,NA,NA,NA,Mon Nov 21 14:34:17 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'plain', 'two')",NA,5.12,NA,nefri mokte,nefri mokte,NA,NA,Mon Nov 21 14:34:24 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('mokte', 'blue', 'two')",mokte nefri kogla,5.07,correct,NA,NA,NA,NA,Mon Nov 21 14:34:44 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('jelpa', 'blue', 'one')",NA,7.27,NA,jelpa kogla,jelpa kogla,NA,NA,Mon Nov 21 14:34:52 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'blue', 'two')",jelpa kogla nefri,3.6,correct,NA,NA,NA,NA,Mon Nov 21 14:35:21 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'plain', 'two')",NA,5.27,NA,nefri mokte,nefri mokte,NA,NA,Mon Nov 21 14:35:28 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'plain', 'one')",nefri jelpa,5.87,correct,NA,NA,NA,NA,Mon Nov 21 14:35:44 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('jelpa', 'blue', 'two')",NA,9.37,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Mon Nov 21 14:35:55 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'blue', 'two')",jelpa kogla nefri,4.27,correct,NA,NA,NA,NA,Mon Nov 21 14:36:11 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'blue', 'two')",NA,5.08,NA,mokte kogla nefri,mokte kogla nefri,NA,NA,Mon Nov 21 14:36:17 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'blue', 'two')",jelpa kogla nefri,2.67,correct,NA,NA,NA,NA,Mon Nov 21 14:36:34 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('jelpa', 'blue', 'two')",NA,5.61,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Mon Nov 21 14:36:41 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'plain', 'two')",jelpa nefri,4.93,"('jelpa', 'plain', 'one')",NA,NA,NA,NA,Mon Nov 21 14:36:55 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'plain', 'two')",NA,5.23,NA,nefri mokte,nefri mokte,NA,NA,Mon Nov 21 14:37:01 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('mokte', 'blue', 'one')",mokte kogla,5.87,correct,NA,NA,NA,NA,Mon Nov 21 14:37:17 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('mokte', 'blue', 'two')",NA,5.52,NA,mokte kogla nefri,mokte kogla nefri,NA,NA,Mon Nov 21 14:37:24 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('mokte', 'blue', 'two')",mokte kogla nefri,2.53,correct,NA,NA,NA,NA,Mon Nov 21 14:37:39 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,testing_all,"('jelpa', 'blue', 'two')",NA,5.75,NA,jelpa kogla nefri,jelpa kogla nefri,NA,NA,Mon Nov 21 14:37:46 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,matching_all,"('jelpa', 'blue', 'two')",jelpa nefri kogla,5.6,"('jelpa', 'plain', 'two')",NA,NA,NA,NA,Mon Nov 21 14:38:01 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('jelpa', 'blue', 'two')",jelpa kogla nefri,2.35,NA,NA,NA,yes,yes,Mon Nov 21 14:38:42 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('mokte', 'blue', 'one')",kospu mokte,1.19,NA,NA,NA,no,no,Mon Nov 21 14:38:46 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('mokte', 'plain', 'two')",nefri mokte,2.35,NA,NA,NA,yes,yes,Mon Nov 21 14:38:51 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('mokte', 'blue', 'two')",mokte kogla nezno,1.17,NA,NA,NA,no,no,Mon Nov 21 14:38:55 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('mokte', 'blue', 'one')",mokte kogla,2.35,NA,NA,NA,yes,yes,Mon Nov 21 14:38:59 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('mokte', 'blue', 'two')",nefri mokte kogla,3.51,NA,NA,NA,yes,yes,Mon Nov 21 14:39:06 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('jelpa', 'plain', 'two')",nezno jelpa,1.18,NA,NA,NA,no,no,Mon Nov 21 14:39:09 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('jelpa', 'plain', 'two')",jelpa nefri,1.17,NA,NA,NA,yes,yes,Mon Nov 21 14:39:12 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('mokte', 'plain', 'two')",mokte nefri,1.19,NA,NA,NA,yes,yes,Mon Nov 21 14:39:16 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('jelpa', 'blue', 'two')",kogla jelpa nefri,1.18,NA,NA,NA,yes,yes,Mon Nov 21 14:39:20 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('jelpa', 'blue', 'one')",kogla jelpa,2.34,NA,NA,NA,yes,yes,Mon Nov 21 14:39:24 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('mokte', 'plain', 'two')",nezno mokte,1.19,NA,NA,NA,no,no,Mon Nov 21 14:39:28 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('mokte', 'blue', 'two')",mokte nefri kogla,1.18,NA,NA,NA,yes,yes,Mon Nov 21 14:39:32 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('mokte', 'blue', 'two')",mokte kogla nefri,1.18,NA,NA,NA,yes,yes,Mon Nov 21 14:39:36 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('jelpa', 'blue', 'one')",kospu jelpa,1.18,NA,NA,NA,no,no,Mon Nov 21 14:39:39 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('mokte', 'blue', 'two')",kogla nefri mokte,2.34,NA,NA,NA,no,yes,Mon Nov 21 14:39:44 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('jelpa', 'blue', 'two')",jelpa nefri kospu,1.18,NA,NA,NA,no,no,Mon Nov 21 14:39:48 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('jelpa', 'blue', 'two')",jelpa nefri kogla,1.18,NA,NA,NA,yes,yes,Mon Nov 21 14:39:52 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('jelpa', 'blue', 'two')",nefri jelpa kogla,1.18,NA,NA,NA,yes,yes,Mon Nov 21 14:39:56 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('jelpa', 'blue', 'one')",jelpa kogla,1.17,NA,NA,NA,yes,yes,Mon Nov 21 14:39:59 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('jelpa', 'plain', 'two')",nefri jelpa,1.18,NA,NA,NA,yes,yes,Mon Nov 21 14:40:03 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('mokte', 'blue', 'one')",kogla mokte,1.18,NA,NA,NA,yes,yes,Mon Nov 21 14:40:06 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('mokte', 'blue', 'two')",kogla mokte nefri,1.18,NA,NA,NA,yes,yes,Mon Nov 21 14:40:10 2016
DYAD, WordOrderDyads, DYWO05, DYWO052,GrammaticalityTest,"('jelpa', 'blue', 'two')",nefri kogla jelpa,4.68,NA,NA,NA,no,no,Mon Nov 21 14:40:18 2016
